"","comments_we_have","lowest.sorted.rin.of.related.rins","related.rins","number.of.rins","agency_1","agency_2","agency_3","agency_4","agency_5","agency_6","agency_7","agency_8","agency_9","ANPR-Issuance_1_publication_date","ANPR-Extension_1_publication_date","NPR-Issuance_1_publication_date","NPR-Issuance_2_publication_date","NPR-Issuance_3_publication_date","NPR-Issuance_4_publication_date","NPR-Issuance_5_publication_date","NPR-Issuance_6_publication_date","NPR-Extension_1_publication_date","NPR-Reissuance_1_publication_date","NPR-Reissuance_2_publication_date","INTERIM-FINAL-Issuance_1_publication_date","INTERIM-FINAL-Issuance_2_publication_date","INTERIM-FINAL-Issuance_3_publication_date","INTERIM-FINAL-Issuance_4_publication_date","INTERIM-FINAL-Issuance_5_publication_date","INTERIM-FINAL-Issuance_6_publication_date","INTERIM-FINAL-Correction_1_publication_date","FINAL-Issuance_1_publication_date","FINAL-Issuance_2_publication_date","FINAL-Issuance_3_publication_date","FINAL-Issuance-Complex_1_publication_date","FINAL-Correction_1_publication_date","FINAL-Correction_2_publication_date","GUIDANCE-Issuance_1_publication_date","NA_1_publication_date","ANPR-Issuance_1_rule_url","ANPR-Extension_1_rule_url","NPR-Issuance_1_rule_url","NPR-Issuance_2_rule_url","NPR-Issuance_3_rule_url","NPR-Issuance_4_rule_url","NPR-Issuance_5_rule_url","NPR-Issuance_6_rule_url","NPR-Issuance_7","NPR-Issuance_8","NPR-Extension_1_rule_url","NPR-Reissuance_1_rule_url","NPR-Reissuance_2_rule_url","INTERIM-FINAL-Issuance_1_rule_url","INTERIM-FINAL-Issuance_2_rule_url","INTERIM-FINAL-Issuance_3_rule_url","INTERIM-FINAL-Issuance_4_rule_url","INTERIM-FINAL-Issuance_5_rule_url","INTERIM-FINAL-Issuance_6_rule_url","INTERIM-FINAL-Issuance_7","INTERIM-FINAL-Issuance_8","INTERIM-FINAL-Issuance_9","INTERIM-FINAL-Issuance_10","INTERIM-FINAL-Issuance_11","INTERIM-FINAL-Issuance_12","INTERIM-FINAL-Issuance_13","INTERIM-FINAL-Issuance_14","INTERIM-FINAL-Correction_1_rule_url","FINAL-Issuance_1_rule_url","FINAL-Issuance_2_rule_url","FINAL-Issuance_3_rule_url","FINAL-Issuance_4","FINAL-Issuance-Complex_1_rule_url","FINAL-Correction_1_rule_url","FINAL-Correction_2_rule_url","GUIDANCE-Issuance_1_rule_url","NA_1_rule_url"
"201",16,"7100-AD54","7100-AD54",1,"FRS",,,,,,,,,,,"9/24/10",,,,,,,,,,,,,,,,"3/2/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/09/24/2010-20665/regulation-z-truth-in-lending",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/02/2011-4384/truth-in-lending",,,,,,,,
"202",13,"7100-AD58","7100-AD58",1,"FRS",,,,,,,,,,,"11/26/10",,,,,,,,,,,,,,,,"2/14/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/26/2010-29277/conformance-period-for-entities-engaged-in-prohibited-proprietary-trading-or-private-equity-fund-or",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/02/14/2011-3199/conformance-period-for-entities-engaged-in-prohibited-proprietary-trading-or-private-equity-fund-or",,,,,,,,
"203",15,"7100-AD59","7100-AD59",1,"FRS",,,,,,,,,,,"12/16/10",,,,,,,,,,,,,,,,"4/4/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/16/2010-31529/truth-in-lending",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/04/2011-7376/truth-in-lending",,,,,,,,
"204",2,"7100-AD60","7100-AD60",1,"FRS",,,,,,,,,,,"12/16/10",,,,,,,,,,,,,,,,"4/4/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/16/2010-31530/consumer-leasing",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/04/2011-7377/consumer-leasing",,,,,,,,
"205",3202,"7100-AD63","7100-AD63",1,"FRS",,,,,,,,,,,"12/28/10",,,,,,,,,"7/20/11",,,,,,,"7/20/11","8/3/12",,,,,,"8/14/15",,,"https://www.federalregister.gov/documents/2010/12/28/2010-32061/debit-card-interchange-fees-and-routing",,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/20/2011-16860/debit-card-interchange-fees-and-routing",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/20/2011-16861/debit-card-interchange-fees-and-routing","https://www.federalregister.gov/documents/2012/08/03/2012-18726/debit-card-interchange-fees-and-routing",,,,,,,"https://www.federalregister.gov/documents/2015/08/14/2015-19979/debit-card-interchange-fees-and-routing"
"206",35,"7100-AD64","7100-AD64",1,"FRS",,,,,,,,,,,"2/11/11",,,,,,,"4/10/12",,,,,,,,,"4/5/13",,,,,,,,,,"https://www.federalregister.gov/documents/2011/02/11/2011-2978/definitions-of-predominantly-engaged-in-financial-activities-and-significant-nonbank-financial",,,,,,,,,"https://www.federalregister.gov/documents/2012/04/10/2012-8515/definition-of-predominantly-engaged-in-financial-activities",,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/05/2013-07688/definitions-of-predominantly-engaged-in-financial-activities-and-significant-nonbank-financial",,,,,,,,
"207",34,"7100-AD66","7100-AD66",1,"FRS",,,,,,,,,,,"3/15/11",,,,,,,,,,,,,,,,"7/15/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/15/2011-5413/fair-credit-reporting-risk-based-pricing-regulations",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/15/2011-17649/fair-credit-reporting-risk-based-pricing-regulations",,,,,,,,
"208",0,"7100-AD67","7100-AD67",1,"FRS",,,,,,,,,,,"3/15/11",,,,,,,,,,,,,,,,"7/15/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/15/2011-5417/equal-credit-opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/15/2011-17585/equal-credit-opportunity",,,,,,,,
"209",0,"7100-AD68","7100-AD68",1,"FRS",,,,,,,,,,,"2/4/14","3/25/11",,,,,,,,,,,,,,,"6/15/17",,,,,,,,,,"https://www.federalregister.gov/documents/2014/02/04/2013-30024/availability-of-funds-and-collection-of-checks","https://www.federalregister.gov/documents/2011/03/25/2011-5449/availability-of-funds-and-collection-of-checks",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/06/15/2017-11379/availability-of-funds-and-collection-of-checks",,,,,,,,
"210",10,"7100-AD71","7100-AD71",1,"FRS",,,,,,,,,,,"4/4/11",,,,,,,,,,,,,,,,"8/2/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/04/2011-7812/financial-market-utilities",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/02/2012-18762/financial-market-utilities",,,,,,,,
"211",0,"7100-AD72","7100-AD72",1,"FRS",,,,,,,,,,,"4/14/11",,,,,,,,,,,,,,,,"7/18/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/14/2011-9002/prohibition-against-payment-of-interest-on-demand-deposits",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/18/2011-17886/prohibition-against-payment-of-interest-on-demand-deposits",,,,,,,,
"212",192,"7100-AD76","7100-AD76",1,"FRS","CFPB",,,,,,,,,,"2/7/12","5/23/11",,,,,,,,,,,,,,,"2/7/12","8/20/12",,,"7/10/12",,,,,,"https://www.federalregister.gov/documents/2012/02/07/2012-1726/electronic-fund-transfers-regulation-e","https://www.federalregister.gov/documents/2011/05/23/2011-12019/electronic-fund-transfers",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/02/07/2012-1728/electronic-fund-transfers-regulation-e","https://www.federalregister.gov/documents/2012/08/20/2012-19702/electronic-fund-transfers-regulation-e",,,,"https://www.federalregister.gov/documents/2012/07/10/2012-16245/electronic-fund-transfers-regulation-e-correction",,,
"213",0,"7100-AD77","7100-AD77",1,"FRS",,,,,,,,,,,"6/17/11",,,,,,,,,,,,,,,,"12/1/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/06/17/2011-14831/capital-plans",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/01/2011-30665/capital-plans",,,,,,,,
"214",5,"7100-AD78","7100-AD78",1,"FRS",,,,,,,,,,,"6/23/11",,,,,,,,,,,,,,,,"9/26/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/06/23/2011-15654/regulation-b-equal-credit-opportunity",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/09/26/2011-24300/equal-credit-opportunity",,,,,,,,
"215",6,"7100-AD79","7100-AD79",1,"FRS",,,,,,,,,,,"8/3/11",,,,,,,,,,,,,,,,"4/9/13",,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/03/2011-19535/retail-foreign-exchange-transactions-regulation-nn",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/09/2013-08163/retail-foreign-exchange-transactions-regulation-nn",,,,,,,,
"216",5,"7100-AD81","7100-AD81",1,"FRS",,,,,,,,,,,"9/2/11",,,,,,,,,,,,,,,,"6/4/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/09/02/2011-22469/supervised-securities-holding-companies-registration",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/04/2012-13311/supervised-securities-holding-company-registration",,,,,,,,
"217",334,"7100-AD86","7100-AD86",1,"FRS",,,,,,,,,,,"1/5/12","12/28/12",,,,,,,,,,,,,,,"10/12/12",,,"3/27/14",,,,,,,"https://www.federalregister.gov/documents/2012/01/05/2011-33364/enhanced-prudential-standards-and-early-remediation-requirements-for-covered-companies","https://www.federalregister.gov/documents/2012/12/28/2012-30734/enhanced-prudential-standards-and-early-remediation-requirements-for-foreign-banking-organizations",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/12/2012-24987/supervisory-and-company-run-stress-test-requirements-for-covered-companies",,,,"https://www.federalregister.gov/documents/2014/03/27/2014-05699/enhanced-prudential-standards-for-bank-holding-companies-and-foreign-banking-organizations",,,,
"218",5,"7100-AD94","7100-AD94",1,"FRS",,,,,,,,,,,"3/4/13",,,,,,,,,,,,,,,,"12/20/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/03/04/2013-04841/financial-market-utilities",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/12/20/2013-29711/financial-market-utilities",,,,,,,,
"219",18,"7100-AD95","7100-AD95",1,"FRS",,,,,,,,,,,"4/18/13",,,,,,,,,,,,,,,,"8/23/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/18/2013-09061/supervision-and-regulation-assessments-for-bank-holding-companies-and-savings-and-loan-holding",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/08/23/2013-20306/supervision-and-regulation-assessments-for-bank-holding-companies-and-savings-and-loan-holding",,,,,,,,
"220",4,"7100-AD96","7100-AD96",1,"FRS",,,,,,,,,,,,,,,,,,,,"6/10/13",,,,,,,"1/3/14",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/06/10/2013-13670/prohibition-against-federal-assistance-to-swaps-entities-regulation-kk",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/01/03/2013-31204/prohibition-against-federal-assistance-to-swaps-entities-regulation-kk",,,,,,,,
"221",0,"7100-AD98","7100-AD98",1,"FRS",,,,,,,,,,,"7/22/13",,,,,,,,,,,,,,,,"12/18/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/07/22/2013-16434/risk-based-capital-guidelines-market-risk",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/12/18/2013-29785/risk-based-capital-guidelines-market-risk",,,,,,,,
"222",2,"7100-AE01","7100-AE01",1,"FRS",,,,,,,,,,,,,,,,,,,,"9/30/13",,,,,,,"3/11/14",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/09/30/2013-23618/regulations-y-and-yy-application-of-the-revised-capital-framework-to-the-capital-plan-and-stress",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/03/11/2014-05053/application-of-the-revised-capital-framework-to-the-capital-plan-and-stress-test-rules",,,,,,,,
"223",0,"7100-AE02","7100-AE02",1,"FRS",,,,,,,,,,,,,,,,,,,,"9/30/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/09/30/2013-23619/annual-company-run-stress-tests-at-banking-organizations-with-total-consolidated-assets-of-more-than",,,,,,,,,,,,,,,,,,,,,,,
"224",9,"7100-AE08","7100-AE08",1,"FRS",,,,,,,,,,,"1/6/14",,,,,,,,,,,,,,,,"12/18/15",,,,,,,,,,"https://www.federalregister.gov/documents/2014/01/06/2013-31025/extensions-of-credit-by-federal-reserve-banks",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2015/12/18/2015-30584/extensions-of-credit-by-federal-reserve-banks",,,,,,,,
"225",7,"7100-AE09","7100-AE09",1,"FRS",,,,,,,,,,,"1/22/14",,,,,,,,,,,,,,,,"11/5/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/01/22/2014-00682/financial-market-utilities",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/11/05/2014-26090/financial-market-utilities",,,,,,,,
"226",0,"7100-AE14","7100-AE14",1,"FRS",,,,,,,,,,,"2/20/14",,,,,,,,,,,,,,,,"5/29/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/02/20/2014-03264/identity-theft-red-flags-regulation-v",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/29/2014-12358/identity-theft-red-flags-regulation-v",,,,,,,,
"227",10,"7100-AE18","7100-AE18",1,"FRS",,,,,,,,,,,"5/15/14",,,,,,,,,,,,,,,,"11/14/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/05/15/2014-10956/concentration-limits-on-large-financial-companies",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/11/14/2014-26747/concentration-limits-on-large-financial-companies",,,,,,,,
"228",19,"7100-AE20","7100-AE20",1,"FRS",,,,,,,,,,,"7/1/14",,,,,,,,,,,,,,,,"10/27/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/07/01/2014-14357/amendments-to-the-capital-plan-and-stress-test-rules",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/10/27/2014-25170/capital-plan-and-stress-test-rules",,,,,,,,
"229",21,"7100-AE26","7100-AE26",1,"FRS",,,,,,,,,,,"12/18/14",,,,,,,,,,,,,,,,"8/14/15",,,,,,,,,,"https://www.federalregister.gov/documents/2014/12/18/2014-29330/risk-based-capital-guidelines-implementation-of-capital-requirements-for-global-systemically",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2015/08/14/2015-18702/regulatory-capital-rules-implementation-of-risk-based-capital-surcharges-for-global-systemically",,,,,,,,
"230",0,"7100-AE32","7100-AE32",1,"FRS",,,,,,,,,,,"5/28/15",,,,,,,,,,,,,,,,"4/11/16",,,,,,,,,,"https://www.federalregister.gov/documents/2015/05/28/2015-12850/liquidity-coverage-ratio-treatment-of-us-municipal-securities-as-high-quality-liquid-assets",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/04/11/2016-07716/liquidity-coverage-ratio-treatment-of-us-municipal-securities-as-high-quality-liquid-assets",,,,,,,,
"231",3,"7100-AE43","7100-AE43",1,"FRS",,,,,,,,,,,"2/3/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/02/03/2016-01934/regulatory-capital-rules-the-federal-reserve-boards-framework-for-implementing-the-us-basel-iii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"232",28,"7100-AE48","7100-AE48",1,"FRS",,,,,,,,,,,"3/16/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/03/16/2016-05386/single-counterparty-credit-limits-for-large-banking-organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233",1,"7100-AE49","7100-AE49",1,"FRS",,,,,,,,,,,"4/8/16",,,,,,,,,,,,,,,,"12/16/16",,,,,,,,,,"https://www.federalregister.gov/documents/2016/04/08/2016-08015/risk-based-capital-guidelines-implementation-of-capital-requirements-for-global-systemically",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/12/16/2016-29966/regulatory-capital-rules-implementation-of-capital-requirements-for-global-systemically-important",,,,,,,,
"234",27,"7100-AE52","7100-AE52",1,"FRS",,,,,,,,,,,"5/11/16",,,,,,,,,,,,,,,,"9/12/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/05/11/2016-11209/restrictions-on-qualified-financial-contracts-of-systemically-important-us-banking-organizations-and",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/09/12/2017-19053/restrictions-on-qualified-financial-contracts-of-systemically-important-us-banking-organizations-and",,,,,,,,
"235",28,"7100-AE53","7100-AE53",1,"FRS",,,,,,,,,"6/14/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/06/14/2016-14004/capital-requirements-for-supervised-institutions-significantly-engaged-in-insurance-activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"236",14,"7100-AE54","7100-AE54",1,"FRS",,,,,,,,,,,"6/14/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/06/14/2016-14005/enhanced-prudential-standards-for-systemically-important-insurance-companies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"237",12,"7100-AE59","7100-AE59",1,"FRS",,,,,,,,,,,"9/30/16",,,,,,,,,,,,,,,,"2/3/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/09/30/2016-23629/amendments-to-the-capital-plan-and-stress-test-rules",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/02/03/2017-02257/amendments-to-the-capital-plan-and-stress-test-rules-regulations-y-and-yy",,,,,,,,
"238",0,"7100-AE78","7100-AE78",1,"FRS",,,,,,,,,,,"6/2/17",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/06/02/2017-11380/availability-of-funds-and-collection-of-checks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"239",947,"AD-7100-56","AD-7100-56",1,"FRS",,,,,,,,,,,,,,,,,,,,"10/28/10",,,,,,"12/23/10",,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/28/2010-26671/truth-in-lending",,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/23/2010-31824/truth-in-lending",,,,,,,,,
