"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"87","2012-16759-FDIC","Issuance","Joint final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad70.html, https://www.fdic.gov/regulations/laws/federal/2011/11comad70-2.html","FDIC","3064-AD70","Yes","57","2012-08-30","FDIC-2012-0101-0001","3064-AD70","FINAL","","53059","Risk-Based Capital Guidelines: Market Risk","77"
"88","2013-16434-FRS","Issuance","Notice of proposed rulemaking (NPR).","https://web.archive.org/web/20150504110500/http://www.federalreserve.gov:80/apps/foia/ViewComments.aspx?doc_id=R-1459&doc_ver=1","FRS","R-1459","No","10","2013-07-22","FRS-2013-0210-0001","7100-AD98","NPR","","43829","Risk-Based Capital Guidelines; Market Risk","78"
"89","2013-29785-FRS","Issuance","Final rule.","https://web.archive.org/web/20150504110500/http://www.federalreserve.gov:80/apps/foia/ViewComments.aspx?doc_id=R-1459&doc_ver=1","FRS","R-1459","No","9","2013-12-18","FRS-2013-0373-0001","7100-AD98","FINAL","","76521","Risk-Based Capital Guidelines; Market Risk","78"
"90","2012-16761-FDIC","Issuance","Joint notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2012-ad-95-96-97/2012-ad97.html","FDIC","3064-AD97","Yes","81","2012-08-30","FDIC-2012-0103-0001","3064-AD97","NPR","","52977","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule; Market Risk Capital Rule","77"
"91","2012-16761-OCC","Issuance","Joint notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2012-0010","OCC","OCC-2012-0010","Yes","81","2012-08-30","OCC-2012-0010-0001","1557-AD46","NPR","","52977","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule; Market Risk Capital Rule","77"
"92","2012-16761-FRS","Issuance","Joint notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1442&doc_ver=1","FRS","R-1442","Yes","81","2012-08-30","FRS-2012-0248-0001","7100-AD87","NPR","","52977","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule; Market Risk Capital Rule","77"
"93","2012-17010-FDIC","Issuance","Joint notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2012-ad-95-96-97/2012-ad96.html","FDIC","3064-AD97","Yes","89","2012-08-30","FDIC-2012-0102-0001","3064-AD97","NPR","","52887","Regulatory Capital Rules: Standardized Approach for Risk-Weighted Assets; Market Discipline and Disclosure Requirements","77"
"94","2012-17010-OCC","Issuance","Joint notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2012-0009","OCC","OCC-2012-0009","Yes","89","2012-08-30","OCC-2012-0009-0001","1557-AD46","NPR","","52887","Regulatory Capital Rules: Standardized Approach for Risk-Weighted Assets; Market Discipline and Disclosure Requirements","77"
"95","2012-17010-FRS","Issuance","Joint notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1442&doc_ver=1","FRS","R-1442","Yes","89","2012-08-30","FRS-2012-0250-0001","7100-AD87","NPR","","52887","Regulatory Capital Rules: Standardized Approach for Risk-Weighted Assets; Market Discipline and Disclosure Requirements","77"
"96","2012-16757-FDIC","Issuance","Joint notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2012-ad-95-96-97/2012-ad95.html","FDIC","3064-AD95","Yes","96","2012-08-30","FDIC-2012-0100-0001","3064-AD95","NPR","","52791","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Minimum Regulatory Capital Ratios, Capital Adequacy, Transition Provisions, and Prompt Corrective Action","77"
"97","2012-16757-OCC","Issuance","Joint notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2012-0008","OCC","OCC-2012-0008","Yes","96","2012-08-30","OCC-2012-0008-0001","1557-AD46","NPR","","52791","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Minimum Regulatory Capital Ratios, Capital Adequacy, Transition Provisions, and Prompt Corrective Action","77"
"98","2012-16757-FRS","Issuance","Joint notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R%E2%80%931442&doc_ver=1","FRS","R-1442","Yes","96","2012-08-30","FRS-2012-0246-0001","7100-AD87","NPR","","52791","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Minimum Regulatory Capital Ratios, Capital Adequacy, Transition Provisions, and Prompt Corrective Action","77"
"99","2013-24532-FDIC","Correction","Interim final rule with request for comments; correction.","https://www.fdic.gov/regulations/laws/federal/2013/2013-basel_iii_implementation.html","FDIC","3064-AD95","No","1","2013-10-22","FDIC-2013-0118-0001","3064-AD95","INTERIM-FINAL","","62417","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Capital Adequacy, Transition Provisions, Prompt Corrective Action, Standardized Approach for Risk-Weighted Assets, Market Discipline and Disclosure Requirements, Advanced Approaches Risk-Based Capital Rule, and Market Risk Capital Rule","78"
"100","2013-21653-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1442&doc_ver=1","FRS","R-1442","No","275","2013-10-11","FRS-2013-0290-0001","7100-AD87","FINAL","","62017","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Capital Adequacy, Transition Provisions, Prompt Corrective Action, Standardized Approach for Risk-weighted Assets, Market Discipline and Disclosure Requirements, Advanced Approaches Risk-Based Capital Rule, and Market Risk Capital Rule","78"
"101","2013-21653-OCC","Issuance","Final rule.","https://www.regulations.gov/docket?D=OCC-2012-0008","OCC","OCC-2012-0008","No","275","2013-10-11","OCC-2012-0008-1752","1557-AD46","FINAL","","62017","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Capital Adequacy, Transition Provisions, Prompt Corrective Action, Standardized Approach for Risk-weighted Assets, Market Discipline and Disclosure Requirements, Advanced Approaches Risk-Based Capital Rule, and Market Risk Capital Rule","78"
"102","2014-04331-OCC","Issuance","Interim final rule and request for comments.","https://www.regulations.gov/docket?D=OCC-2014-0004","OCC","OCC-2014-0004","No","18","2014-02-28","OCC-2014-0004-0001","1557–AD73","INTERIM-FINAL","","11300","Basel III Conforming Amendments Related to Cross-References, Subordinated Debt and Limits Based on Regulatory Capital","79"
"103","2014-08259-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2012-ad-95-96-97/2012-ad95.html, https://www.fdic.gov/regulations/laws/federal/2013/2013-basel_iii_implementation.html","FDIC","3064-AD95","No","8","2014-04-14","FDIC-2014-0040-0001","3064-AD95","FINAL","","20754","Regulatory Capital Rules: Regulatory Capital, Implementation of Basel III, Capital Adequacy, Transition Provisions, Prompt Corrective Action, Standardized Approach for Risk-Weighted Assets, Market Discipline and Disclosure Requirements, Advanced Approaches Risk-Based Capital Rule, and Market Risk Capital Rule","79"
"104","2014-09357-FDIC","Issuance","Proposed rule.","https://www.fdic.gov/regulations/laws/federal/2014/2014-supplementary_leverage_ratio-3064-ae12.html","FDIC","3064-AE12","No","23","2014-05-01","FDIC-2014-0050-0001","3064-AE12","NPR","","24596","Regulatory Capital Rules: Regulatory Capital, Proposed Revisions to the Supplementary Leverage Ratio","79"
"105","2014-09357-OCC","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=OCC-2014-0008","OCC","OCC-2014-0008","No","23","2014-05-01","OCC-2014-0008-0001","1557-AD81","NPR","","24596","Regulatory Capital Rules: Regulatory Capital, Proposed Revisions to the Supplementary Leverage Ratio","79"
"106","2014-09357-FRS","Issuance","Proposed rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1487&doc_ver=1","FRS","R-1487","No","23","2014-05-01","FRS-2014-0122-0001","7100-AD16","NPR","","24596","Regulatory Capital Rules: Regulatory Capital, Proposed Revisions to the Supplementary Leverage Ratio","79"
"107","2014-09452-FDIC","Issuance","Joint notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2014/2014-definition_eligible_guarantee-3064-ae13.html","FDIC","3064-AE12","Yes","6","2014-05-01","FDIC-2014-0049-0001","3064-AE12","NPR","","24618","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Proposed Revisions to the Definition of Eligible Guarantee","79"
"108","2014-09452-OCC","Issuance","Joint notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2014-0012","OCC","OCC-2014-0012","Yes","6","2014-05-01","OCC-2014-0012-0001","1557-AD83","NPR","","24618","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Proposed Revisions to the Definition of Eligible Guarantee","79"
"109","2014-09452-FRS","Issuance","Joint notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1488&doc_ver=1","FRS","R-1488","Yes","6","2014-05-01","FRS-2014-0120-0001","7100-AD16","NPR","","24618","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Proposed Revisions to the Definition of Eligible Guarantee","79"
"110","2014-17858-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2014/2014-definition_eligible_guarantee-3064-ae13.html","FDIC","3064-AE13","No","6","2014-07-30","FDIC-2014-0085-0001","3064-AE13","FINAL","","44120","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Revisions to the Definition of Eligible Guarantee","79"
"111","2014-17858-OCC","Issuance","Final rule.","https://www.regulations.gov/docket?D=OCC-2014-0012","OCC","OCC-2014-0012","No","6","2014-07-30","OCC-2014-0012-0004","1557-AD83","FINAL","","44120","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Revisions to the Definition of Eligible Guarantee","79"
"112","2014-17858-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1488&doc_ver=1","FRS","R-1488","No","6","2014-07-30","FRS-2014-0218-0001","7100-AE17","FINAL","","44120","Regulatory Capital Rules: Advanced Approaches Risk-Based Capital Rule, Revisions to the Definition of Eligible Guarantee","79"
"113","2014-22083-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2014/2014-supplementary_leverage_ratio-3064-ae12.html","FDIC","3064-AE12","No","27","2014-09-26","FDIC-2014-0106-0001","3064-AE12","FINAL","","57725","Regulatory Capital Rules: Regulatory Capital, Revisions to the Supplementary Leverage Ratio","79"
"114","2014-22083-OCC","Issuance","Final rule.","https://www.regulations.gov/docket?D=OCC-2014-0008","OCC","OCC-2014-0008","No","27","2014-09-26","OCC-2014-0008-0021","1557-AD81","FINAL","","57725","Regulatory Capital Rules: Regulatory Capital, Revisions to the Supplementary Leverage Ratio","79"
"115","2014-22083-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1487&doc_ver=1","FRS","R-1487","No","27","2014-09-26","FRS-2014-0284-0001","7100-AD16","FINAL","","57725","Regulatory Capital Rules: Regulatory Capital, Revisions to the Supplementary Leverage Ratio","79"
"116","2015-01324-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2015/2015-regulatory_capital_rules_3064-ae30.html","FDIC","3064-AE30","No","7","2015-01-30","FDIC-2015-0012-0001","3064-AE30","NPR","","5063","Regulatory Capital Rules, Liquidity Coverage Ratio: Proposed Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions","80"
"117","2016-25021-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2015/2015-regulatory_capital_rules_3064-ae30.html","FDIC","3064-AE30","No","9","2016-10-17","FDIC-2016-0199-0001","3064-AE30","FINAL","","71348","Regulatory Capital Rules, Liquidity Coverage Ratio: Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions","81"
"118","2016-25605-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2016/2016_financial_restrictions_3064-ae46.html","FDIC","3064-AE46","No","22","2016-10-26","FDIC-2016-0207-0001","3064-AE46","NPR","","74326","Restrictions on Qualified Financial Contracts of Certain FDIC-Supervised Institutions; Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions","81"
"119","2017-21951-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2016/2016_financial_restrictions_3064-ae46.html","FDIC","3064-AE46","No","41","2017-10-30","FDIC-2017-0145-0001","3064-AE46","FINAL","","50228","Restrictions on Qualified Financial Contracts of Certain FDIC-Supervised Institutions; Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions","82"
"120","2011-1379-FDIC","Issuance","Interim final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comorderly.html","FDIC",NA,"No","10","2011-01-25","FDIC-2011-0007-0001",NA,"INTERIM-FINAL","","4207","Orderly Liquidation Authority Provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"121","2016-03874-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2016/2016-dodd_frank_title_ii_3064-ae39.html","FDIC","3064-AE39","No","23","2016-03-02","FDIC-2016-0041-0001","3064-AE39","NPR","","10798","Covered Broker-Dealer Provisions Under Title II of the Dodd-Frank Wall Street Reform and Consumer Protection Act","81"
"122","2016-03874-SEC","Issuance","Notice of proposed rulemaking.","https://www.sec.gov/comments/s7-02-16/s70216.htm","SEC","S7-02-16","No","23","2016-03-02","SEC-2016-0376-0001",NA,"NPR","","10798","Covered Broker-Dealer Provisions Under Title II of the Dodd-Frank Wall Street Reform and Consumer Protection Act","81"
"123","2010-26049-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2010/10comorderliq.html","FDIC",NA,"No","10","2010-10-19","FDIC-2010-0109-0001",NA,"NPR","","64173","Notice of Proposed Rulemaking Implementing Certain Orderly Liquidation Authority Provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act","75"
"124","2011-6705-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2011/11comad73.html","FDIC","3064-AD73","No","22","2011-03-23","FDIC-2011-0038-0001","3064-AD73","NPR","","16324","Orderly Liquidation Authority","76"
"125","2011-17397-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad73.html","FDIC","3064-AD73","No","22","2011-07-15","FDIC-2011-0094-0001","3064-AD73","FINAL","","41626","Certain Orderly Liquidation Authority Provisions under Title II of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"126","2011-31885-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2011/11comad89.html","FDIC","3064-AD89","No","5","2011-12-13","FDIC-2011-0168-0001","3064-AD89","NPR","","77442","Mutual Insurance Holding Company Treated as Insurance Company","76"
"127","2012-10146-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad89.html","FDIC","3064-AD89","No","5","2012-04-30","FDIC-2012-0041-0001","3064-AD89","FINAL","","25349","Mutual Insurance Holding Company Treated as Insurance Company","77"
"128","2012-14701-FDIC","Reissuance","Supplemental notice of proposed rulemaking and request for comment.","https://www.fdic.gov/regulations/laws/federal/2011/11comad73.html","FDIC","3064-AD73","No","13","2012-06-18","FDIC-2012-0064-0001","3064-AD73","NPR","","36194","Definition of “Predominantly Engaged in Activities That Are Financial in Nature or Incidental Thereto”","77"
"129","2013-13595-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad73.html","FDIC","3064-AD73","No","26","2013-06-10","FDIC-2013-0061-0001","3064-AD73","FINAL","","34711","Definition of “Predominantly Engaged in Activities That Are Financial in Nature or Incidental Thereto”","78"
"130","2011-29993-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2011/11comad84.html","FDIC","3064-AD84","No","6","2011-11-25","FDIC-2011-0160-0001","3064-AD84","NPR","","72645","Calculation of Maximum Obligation Limitation","76"
